id,language_name,extension,program
267,Gdscript,gd,"extends Label

func _ready():
  self.text = ""Hello World""
"
268,Gecho,gecho,print 'hello '<> 'world
269,Gentzen,gentzen,"<- ""stdlib"";
<- ""iolib"";
main : () / ($1(iosys) |- $2(++));
main = [x,y] cut ""Hello World"" [z] outtext x z y;
-> main;
"
270,Geojson,geojson,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-103.35937499999999,66.93006025862448],[-104.4140625,39.90973623453719],[-94.21875,39.36827914916011],[-93.8671875,50.28933925329178],[-85.78125,50.28933925329178],[-85.78125,39.639537564366684],[-75.5859375,39.639537564366684],[-77.6953125,67.06743335108298],[-86.484375,66.79190947341796],[-85.78125,57.7041472343419],[-92.8125,57.32652122521709],[-94.21875,66.51326044311188],[-103.35937499999999,66.93006025862448]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-71.3671875,67.47492238478702],[-40.42968749999999,67.60922060496382],[-40.78125,64.01449619484472],[-61.52343749999999,63.548552232036414],[-61.52343749999999,57.89149735271031],[-50.625,57.89149735271031],[-50.625,51.39920565355378],[-60.1171875,51.39920565355378],[-61.17187499999999,42.032974332441405],[-42.1875,42.293564192170095],[-42.1875,36.87962060502676],[-68.203125,34.88593094075317],[-71.3671875,67.47492238478702]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-32.6953125,67.60922060496382],[-32.34375,39.36827914916011],[-4.21875,40.713955826286046],[-4.21875,47.754097979680026],[-20.7421875,47.040182144806664],[-21.796875,67.87554134672945],[-32.6953125,67.60922060496382]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[4.5703125,68.78414378041504],[5.9765625,42.553080288955826],[37.265625,43.83452678223682],[37.265625,49.61070993807422],[18.6328125,50.28933925329178],[15.468749999999998,69.03714171275197],[4.5703125,68.78414378041504]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[41.8359375,43.068887774169625],[41.8359375,68.65655498475735],[95.625,68.65655498475735],[95.625,43.068887774169625],[41.8359375,43.068887774169625]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[50.9765625,47.27922900257082],[50.9765625,66.93006025862448],[89.296875,66.93006025862448],[89.296875,47.27922900257082],[50.9765625,47.27922900257082]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-115.6640625,18.312810846425442],[-98.7890625,18.979025953255267],[-84.72656249999999,-15.961329081596634],[-75.5859375,-4.565473550710278],[-69.2578125,-4.214943141390639],[-65.7421875,-15.284185114076433],[-53.0859375,19.973348786110602],[-39.7265625,21.28937435586041],[-65.0390625,-41.244772343082076],[-73.828125,-42.0329743324414],[-76.640625,-28.613459424004414],[-84.375,-41.50857729743933],[-94.921875,-42.0329743324414],[-115.6640625,18.312810846425442]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-34.80468749999999,-39.09596293630548],[-34.80468749999999,21.28937435586041],[14.414062499999998,21.28937435586041],[14.414062499999998,-39.09596293630548],[-34.80468749999999,-39.09596293630548]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-28.125,-31.05293398570514],[-28.125,14.944784875088372],[8.7890625,14.944784875088372],[8.7890625,-31.05293398570514],[-28.125,-31.05293398570514]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[23.203125,21.616579336740603],[22.148437499999996,-38.27268853598096],[32.34375,-37.99616267972812],[33.75,-15.961329081596634],[45.3515625,-36.597889133070204],[59.765625,-36.03133177633187],[39.0234375,-5.266007882805485],[54.84375,-3.513421045640032],[53.0859375,23.241346102386135],[23.203125,21.616579336740603]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[28.828124999999996,2.811371193331128],[28.828124999999996,16.972741019999035],[46.7578125,16.972741019999035],[46.7578125,2.811371193331128],[28.828124999999996,2.811371193331128]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[65.0390625,22.917922936146045],[66.09375,-34.30714385628803],[111.4453125,-34.30714385628803],[110.390625,-25.79989118208832],[78.3984375,-24.206889622398023],[76.9921875,23.56398712845123],[65.0390625,22.917922936146045]]]}},{""type"":""Feature"",""properties"":{},""geometry"":{""type"":""Polygon"",""coordinates"":[[[117.0703125,25.165173368663954],[121.640625,-33.13755119234615],[135.35156249999997,-31.653381399663985],[146.25,-20.3034175184893],[148.7109375,-9.79567758282973],[148.359375,0],[145.1953125,7.36246686553575],[140.2734375,14.604847155053898],[135.703125,20.632784250388028],[128.671875,24.206889622398023],[121.9921875,26.11598592533351],[117.0703125,25.165173368663954]]]}}]}"
271,Gibberish,gibberish,"[Hello World
]eo
"
272,Glass,glass,"+{M[m(_o)O!""Hello World""(_o)o.?]}
"
273,Gml,gml,"draw_text(1, 1, ""Hello World"");"
274,Go,go,"package main

import ""fmt""

func main() {
  fmt.Println(""Hello World"")
}
"
275,Golfscript,golfscript,"""Hello World""
"
276,Golo,golo,"module hello.world

function main = |args| {
  println(""Hello World"")
}
"
277,Googleappscript,gs,"function helloWorld() {
  Logger.log('Hello World');
}
"
278,Gosu,gosu,"print(""Hello World from Gosu!!"")
"
279,Gosu,gs,"print(""Hello World"")
"
280,Graphql,graphql,"{
    ""Hello World""
}"
281,Gravity,gravity,"func main() {
  System.print(""Hello World"");
}
"
282,Green Marl,gm,"procedure hello_world() {
  println(""Hello World"");
}
"
283,Gri,gri,"show ""Hello World""
"
284,Gridscript,gridscript,"#HELLO WORLD.

@width 3
@height 1

(1,1):START
(3,1):PRINT 'Hello World' 
"
285,Grin,grin,"(Hello World)
"
286,Groovy,groovy,"println ""Hello World""
"
287,Gui4Cli,,"G4C MyGui
Window 10 10 200 300 ""My window""

xOnLoad
   GuiOpen MyGui

xButton 10 10 100 20 ""Hello World""
   GuiQuit MyGui
"
288,Hack,hh,"<?hh 
echo 'Hello World';
"
289,Haml,haml,"%html
  %title Hello World
  %body
    %h1 Hello World "
290,Haskell,hs,"module Main where

main = putStrLn ""Hello World""
"
291,Haxe,hx,"class HelloWorld {
    static function main() {
        trace(""Hello World"");
    }
}"
292,Hello,,h
293,Hello++,,h
294,Hex,hex,"GBL;
Bug(""1"", ""Hello World"");
Scuttle(""1"");
Write;
"
295,Hexish,hexish,"0902160E48656C6C6F20776F726C6421001001161508
"
296,Higher Subleq,higher_subleq,"int printf();
int main()
{
  printf(""Hello World\n"");
}
"
297,Hodor,hd,"hodor.hod('Hhodor? Hodor!? Hodor!? o, Hooodorrhodor orHodor!? d!');"
298,Hollow,hollow,"{Hello World.9}:?
"
299,Holyc,HC,"""Hello World"";
"
300,Homespring,homespring,"Universe bear hatchery powers world.
    bear hatchery powers o.      bear hatchery powers hell     marshy marshy marshy a snowmelt

"
301,Hop,,"(define-service (hello-world)
  (<HTML>
     (<HEAD>
        (<TITLE> ""Hello World""))
     (<BODY>
        ""Hello World"")))
"
302,Hq9+,h,H
303,Html,html,"<!DOCTYPE html>
<html lang=""en"">
<head>
  <meta charset=""UTF-8"">
  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
  <title>Hello World!</title>
</head>
<body>
  <h1>Hello World!</h1>
</body>
</html>
"
304,Hubot,coffee,"module.exports = (robot) ->
  robot.respond /hello/i, (msg) ->
    msg.send 'Hello World'
"
305,Huf,huf,"++++++++++|+++++++!++>
++++++++++|++++++++++!+>
++++++++++|++++++++++!++++++++>
++++++++++|++++++++++!++++++++>
++++++++++|+++++++++++!+>
++++++|+++++!++>
++++++++++|++++++++!+++++++>
++++++++++|+++++++++++!+>
++++++++++|+++++++++++!++++>
++++++++++|++++++++++!++++++++>
++++++++++|++++++++++!>
"
306,Hy,hy,"(print ""Hello World"")
"
307,Hypertalk,ht,"put ""Hello World""
"
308,I5,i5,"fn main() {
    $print(""Hello World"")
}
"
309,Ibm1401,,",008015,022029,036043,050054,055062,063065,066077/333/M0762502F1.HELLO
WORLD
"
310,Icedcoffeescript,ics,"console.log ""Hello World""
"
311,Ici,ici,"printf(""Hello World\n"");"
312,Icon,icn,"procedure main()
    write(""Hello World"");
end"
313,Idl,,"print, ""Hello World""
end
"
314,Idris,idr,"module Main

main : IO ()
main = putStrLn ""Hello World""
"
315,Il,il,"// compile:
// ilasm <this file's name>
// (if ilasm cannot be found, it's in the .NET directory (%windir%\Microsoft.NET\Framework\v4.0.30319\ilasm.exe))

// assembly references
.assembly extern mscorlib
{
  .publickeytoken = (B7 7A 5C 56 19 34 E0 89 )                         // .z\V.4..
  .ver 4:0:0:0
}

// assembly manifest
.assembly ilhw
{
  // target framework
  // this is always a pain in the ass (thus copy it from another assembly by using ildasm)
  .custom instance void [mscorlib]System.Runtime.Versioning.TargetFrameworkAttribute::.ctor(string)
    = ( 01 00 1C 2E 4E 45 54 46 72 61 6D 65 77 6F 72 6B   // ....NETFramework
        2C 56 65 72 73 69 6F 6E 3D 76 34 2E 35 2E 33 01   // ,Version=v4.5.3.
        00 54 0E 14 46 72 61 6D 65 77 6F 72 6B 44 69 73   // .T..FrameworkDis
        70 6C 61 79 4E 61 6D 65 14 2E 4E 45 54 20 46 72   // playName..NET Fr
        61 6D 65 77 6F 72 6B 20 34 2E 35 2E 33 )          // amework 4.5.3


  .hash algorithm 0x00008004
  .ver 0:0:0:0
}

.module         ilhw.dll
.imagebase      0x00400000
.file alignment 0x00000200
.stackreserve   0x00100000
.subsystem      0x0003     // WINDOWS_CUI
.corflags       0x00000001 //  ILONLY


.class public abstract auto ansi sealed ILHW.Program
  extends [mscorlib]System.Object // nope, not implicit P:
{

  .method public hidebysig static void Main(class [mscorlib]System.String[] args) cil managed
  {
    .entrypoint // this method is the entry point of the program
    .maxstack 1 // the maximum amount of objects on the stack is 1.

    ldstr ""Hello World"" // loads a string on the stack (it actually allocates it and puts the GC handle on the stack)
    call void [mscorlib]System.Console::WriteLine(string) // this should be straightforward enough

    ret // even void methods need a return statement
  }

}
"
316,Incal,incal,"send,66#111#102#<101#42#93#101#120#102#110#43#
die
"
317,Indec,indec,"add2   @ N { N ++   ++ }
add4  @ N { N add2  add2 } 
add8   @ N { N add4  add4 }
add16 @ N { N add8  add8 }
add32  @ N { N add16 add16 }
add64 @ N { N add32 add32 }

SPACE add32 
H   add64 add8
d,H add add16 add8 add4
e,d add ++
l,e add add4 add2 ++
o,l add add2 ++
W,H add add8 add4 add2 ++
r,o add add2 ++

H&,e&,l&,l&,o&,SPACE&,W&,o&,r&,l&,d& .
"
318,Inform,inform,"""Hello World"" by ""I.F. Author""

The world is a room.

When play begins, say ""Hello World.""
"
319,Ink,ink,"Hello World
"
320,Inkling,ink,"display ""Hello World""
"
321,Intercal,i,"DO ,1 <- #13
PLEASE DO ,1 SUB #1 <- #238
DO ,1 SUB #2 <- #108
DO ,1 SUB #3 <- #112
DO ,1 SUB #4 <- #0
DO ,1 SUB #5 <- #64
DO ,1 SUB #6 <- #194
DO ,1 SUB #7 <- #48
PLEASE DO ,1 SUB #8 <- #22
DO ,1 SUB #9 <- #248
DO ,1 SUB #10 <- #168
DO ,1 SUB #11 <- #24
DO ,1 SUB #12 <- #16
DO ,1 SUB #13 <- #162
PLEASE READ OUT ,1
PLEASE GIVE UP
"
322,Io,Io,"""Hello World\n"" print
"
323,Ioke,ik,"""Hello World"" println
"
324,Irc,,"/timer 1 9999 1 Hello World
"
325,Iscom,iscom,"""Hello World"" @=10
"
326,Islisp,lisp,"(format (standard-output) ""Hello World"")
"
327,J,ijs,"#!/opt/local/bin/jc
echo 'Hello World'
exit ''
"
328,Jade,jade,"helloWorld();

begin
   write ""Hello World"";
end;"
329,Jai,jai,"#import ""Print""

main::(){

	print(""Hello World"");

}"
330,Jasmin,j,".class public Jasmin
.super java/lang/Object

.method public static main([Ljava/lang/String;)V
	.limit stack 2
	getstatic java/lang/System/out Ljava/io/PrintStream;
	ldc ""Hello World""
	invokevirtual java/io/PrintStream/println(Ljava/lang/String;)V
	return	
.end method
"
331,Jason,mas2j,"!greeting.
+!greeting : true <- .print(""Hello World"")."
332,Java,java,"public class Java {
	public static void main(String[] args) {
		System.out.println(""Hello World"");
	}
}
"
333,Javascript,js,"console.log(""Hello World"");
"
334,Jess,cpl,"(printout t ""Hello World"")"
